%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
335381000000,139,335381000000,world,0.0990568719333,0.000871008248951,-0.00569877661254,8.12999563748e-06,-8.979208498e-05,-2.22982329273e-05,0.999999995687
335414000000,140,335414000000,world,0.0990568719333,0.000871008248951,-0.00569877661254,8.12999563748e-06,-8.979208498e-05,-2.22982329273e-05,0.999999995687
335449000000,141,335449000000,world,0.0990078831715,0.000869982672551,-0.0056827909627,7.75319385349e-06,-8.70363874627e-05,-2.23541052099e-05,0.999999995932
335481000000,142,335481000000,world,0.0990078831715,0.000869982672551,-0.0056827909627,7.75319385349e-06,-8.70363874627e-05,-2.23541052099e-05,0.999999995932
335514000000,143,335514000000,world,0.0990078831715,0.000869982672551,-0.0056827909627,7.75319385349e-06,-8.70363874627e-05,-2.23541052099e-05,0.999999995932
335548000000,144,335548000000,world,0.0989448042503,0.000867958872681,-0.00566665340637,7.43017021509e-06,-8.46293374555e-05,-2.24148647077e-05,0.99999999614
335581000000,145,335581000000,world,0.0989448042503,0.000867958872681,-0.00566665340637,7.43017021509e-06,-8.46293374555e-05,-2.24148647077e-05,0.99999999614
335614000000,146,335614000000,world,0.0989448042503,0.000867958872681,-0.00566665340637,7.43017021509e-06,-8.46293374555e-05,-2.24148647077e-05,0.99999999614
335649000000,147,335648000000,world,0.098883752444,0.000866699608177,-0.00564941682857,7.08983425995e-06,-8.22692829098e-05,-2.24755892235e-05,0.999999996338
335681000000,148,335681000000,world,0.098883752444,0.000866699608177,-0.00564941682857,7.08983425995e-06,-8.22692829098e-05,-2.24755892235e-05,0.999999996338
335714000000,149,335714000000,world,0.0988245726406,0.000866058687449,-0.00563115820877,6.75129200067e-06,-7.99628003981e-05,-2.25349991264e-05,0.999999996526
335749000000,150,335748000000,world,0.0988245726406,0.000866058687449,-0.00563115820877,6.75129200067e-06,-7.99628003981e-05,-2.25349991264e-05,0.999999996526
335781000000,151,335781000000,world,0.0988245726406,0.000866058687449,-0.00563115820877,6.75129200067e-06,-7.99628003981e-05,-2.25349991264e-05,0.999999996526
335815000000,152,335814000000,world,0.0988245726406,0.000866058687449,-0.00563115820877,6.75129200067e-06,-7.99628003981e-05,-2.25349991264e-05,0.999999996526
335848000000,153,335848000000,world,0.0987651501559,0.000866018532487,-0.00561186548259,6.41443738214e-06,-7.77255672381e-05,-2.25975112757e-05,0.999999996703
335881000000,154,335881000000,world,0.0987651501559,0.000866018532487,-0.00561186548259,6.41443738214e-06,-7.77255672381e-05,-2.25975112757e-05,0.999999996703
335914000000,155,335914000000,world,0.0987117786657,0.000866844998892,-0.00559177246994,6.08271820102e-06,-7.55154534164e-05,-2.26576159572e-05,0.999999996874
335949000000,156,335949000000,world,0.0987117786657,0.000866844998892,-0.00559177246994,6.08271820102e-06,-7.55154534164e-05,-2.26576159572e-05,0.999999996874
335981000000,157,335981000000,world,0.0987117786657,0.000866844998892,-0.00559177246994,6.08271820102e-06,-7.55154534164e-05,-2.26576159572e-05,0.999999996874
336015000000,158,336015000000,world,0.0987117786657,0.000866844998892,-0.00559177246994,6.08271820102e-06,-7.55154534164e-05,-2.26576159572e-05,0.999999996874
336048000000,159,336048000000,world,0.0986559605119,0.000868064751629,-0.00557062049127,5.75725662777e-06,-7.33933422337e-05,-2.27214499033e-05,0.999999997032
336081000000,160,336081000000,world,0.0986559605119,0.000868064751629,-0.00557062049127,5.75725662777e-06,-7.33933422337e-05,-2.27214499033e-05,0.999999997032
336114000000,161,336114000000,world,0.0986559605119,0.000868064751629,-0.00557062049127,5.75725662777e-06,-7.33933422337e-05,-2.27214499033e-05,0.999999997032
336148000000,162,336148000000,world,0.0986559605119,0.000868064751629,-0.00557062049127,5.75725662777e-06,-7.33933422337e-05,-2.27214499033e-05,0.999999997032
336182000000,163,336181000000,world,0.098540522408,0.000866385113657,-0.00554503132899,5.44386109147e-06,-7.1691088509e-05,-2.28131554671e-05,0.999999997155
336215000000,164,336215000000,world,0.098540522408,0.000866385113657,-0.00554503132899,5.44386109147e-06,-7.1691088509e-05,-2.28131554671e-05,0.999999997155
336248000000,165,336248000000,world,0.098540522408,0.000866385113657,-0.00554503132899,5.44386109147e-06,-7.1691088509e-05,-2.28131554671e-05,0.999999997155
336282000000,166,336281000000,world,0.098540522408,0.000866385113657,-0.00554503132899,5.44386109147e-06,-7.1691088509e-05,-2.28131554671e-05,0.999999997155
336314000000,167,336314000000,world,0.0984367031764,0.000866344164208,-0.00551746551622,5.12152502952e-06,-6.98314306882e-05,-2.29061882467e-05,0.999999997286
336349000000,168,336349000000,world,0.0984367031764,0.000866344164208,-0.00551746551622,5.12152502952e-06,-6.98314306882e-05,-2.29061882467e-05,0.999999997286
336381000000,169,336381000000,world,0.0984367031764,0.000866344164208,-0.00551746551622,5.12152502952e-06,-6.98314306882e-05,-2.29061882467e-05,0.999999997286
336415000000,170,336414000000,world,0.0984367031764,0.000866344164208,-0.00551746551622,5.12152502952e-06,-6.98314306882e-05,-2.29061882467e-05,0.999999997286
336448000000,171,336448000000,world,0.098347365088,0.000867985898019,-0.00548803297869,4.79208865867e-06,-6.77890465951e-05,-2.29985393353e-05,0.999999997426
336482000000,172,336481000000,world,0.098347365088,0.000867985898019,-0.00548803297869,4.79208865867e-06,-6.77890465951e-05,-2.29985393353e-05,0.999999997426
336514000000,173,336514000000,world,0.098347365088,0.000867985898019,-0.00548803297869,4.79208865867e-06,-6.77890465951e-05,-2.29985393353e-05,0.999999997426
336548000000,174,336548000000,world,0.0983341830526,0.000874302902977,-0.00546185840768,4.46016342504e-06,-6.5253038032e-05,-2.30691603587e-05,0.999999997595
336582000000,175,336581000000,world,0.0983341830526,0.000874302902977,-0.00546185840768,4.46016342504e-06,-6.5253038032e-05,-2.30691603587e-05,0.999999997595
336614000000,176,336614000000,world,0.0983341830526,0.000874302902977,-0.00546185840768,4.46016342504e-06,-6.5253038032e-05,-2.30691603587e-05,0.999999997595
336648000000,177,336648000000,world,0.0983237280617,0.000881405859334,-0.00543510096581,4.13407448618e-06,-6.27834342012e-05,-2.31446947415e-05,0.999999997753
336681000000,178,336681000000,world,0.0983237280617,0.000881405859334,-0.00543510096581,4.13407448618e-06,-6.27834342012e-05,-2.31446947415e-05,0.999999997753
336715000000,179,336715000000,world,0.0983237280617,0.000881405859334,-0.00543510096581,4.13407448618e-06,-6.27834342012e-05,-2.31446947415e-05,0.999999997753
336748000000,180,336748000000,world,0.0983237280617,0.000881405859334,-0.00543510096581,4.13407448618e-06,-6.27834342012e-05,-2.31446947415e-05,0.999999997753
336781000000,181,336781000000,world,0.0982624382704,0.000887442178932,-0.00540258364383,3.80438576042e-06,-6.07005135076e-05,-2.32495514453e-05,0.99999999788
336815000000,182,336814000000,world,0.0982624382704,0.000887442178932,-0.00540258364383,3.80438576042e-06,-6.07005135076e-05,-2.32495514453e-05,0.99999999788
336849000000,183,336849000000,world,0.0982624382704,0.000887442178932,-0.00540258364383,3.80438576042e-06,-6.07005135076e-05,-2.32495514453e-05,0.99999999788
336881000000,184,336881000000,world,0.098266357179,0.000896774127705,-0.00537502095054,3.48933141286e-06,-5.83005879839e-05,-2.33354290508e-05,0.999999998022
336914000000,185,336914000000,world,0.098266357179,0.000896774127705,-0.00537502095054,3.48933141286e-06,-5.83005879839e-05,-2.33354290508e-05,0.999999998022
336948000000,186,336948000000,world,0.098266357179,0.000896774127705,-0.00537502095054,3.48933141286e-06,-5.83005879839e-05,-2.33354290508e-05,0.999999998022
336981000000,187,336981000000,world,0.098270785951,0.000906741289497,-0.00534735325764,3.18590952603e-06,-5.60416668886e-05,-2.34274190027e-05,0.99999999815
337014000000,188,337014000000,world,0.098270785951,0.000906741289497,-0.00534735325764,3.18590952603e-06,-5.60416668886e-05,-2.34274190027e-05,0.99999999815
337049000000,189,337048000000,world,0.098270785951,0.000906741289497,-0.00534735325764,3.18590952603e-06,-5.60416668886e-05,-2.34274190027e-05,0.99999999815
337082000000,190,337082000000,world,0.098270785951,0.000906741289497,-0.00534735325764,3.18590952603e-06,-5.60416668886e-05,-2.34274190027e-05,0.99999999815
337114000000,191,337114000000,world,0.0982262764051,0.000916495024078,-0.00531311566271,2.87446689373e-06,-5.41936676648e-05,-2.35485189802e-05,0.99999999825
337149000000,192,337149000000,world,0.0982262764051,0.000916495024078,-0.00531311566271,2.87446689373e-06,-5.41936676648e-05,-2.35485189802e-05,0.99999999825
337181000000,193,337181000000,world,0.0982262764051,0.000916495024078,-0.00531311566271,2.87446689373e-06,-5.41936676648e-05,-2.35485189802e-05,0.99999999825
337214000000,194,337214000000,world,0.098235752371,0.000928158826874,-0.005284755812,2.59098125854e-06,-5.21285956577e-05,-2.36548447176e-05,0.999999998358
337248000000,195,337248000000,world,0.098235752371,0.000928158826874,-0.005284755812,2.59098125854e-06,-5.21285956577e-05,-2.36548447176e-05,0.999999998358
337281000000,196,337281000000,world,0.098235752371,0.000928158826874,-0.005284755812,2.59098125854e-06,-5.21285956577e-05,-2.36548447176e-05,0.999999998358
337314000000,197,337314000000,world,0.098235752371,0.000928158826874,-0.005284755812,2.59098125854e-06,-5.21285956577e-05,-2.36548447176e-05,0.999999998358
337349000000,198,337349000000,world,0.0981907680007,0.000938585234548,-0.00524968580645,2.34876677813e-06,-5.05611933751e-05,-2.37833449334e-05,0.999999998436
337381000000,199,337381000000,world,0.0981907680007,0.000938585234548,-0.00524968580645,2.34876677813e-06,-5.05611933751e-05,-2.37833449334e-05,0.999999998436
337414000000,200,337414000000,world,0.0982291357671,0.000948473813513,-0.0052278244889,2.19783124344e-06,-4.86557415404e-05,-2.38670000632e-05,0.999999998529
337448000000,201,337448000000,world,0.0982291357671,0.000948473813513,-0.0052278244889,2.19783124344e-06,-4.86557415404e-05,-2.38670000632e-05,0.999999998529
337481000000,202,337481000000,world,0.0982291357671,0.000948473813513,-0.0052278244889,2.19783124344e-06,-4.86557415404e-05,-2.38670000632e-05,0.999999998529
337515000000,203,337515000000,world,0.0982291357671,0.000948473813513,-0.0052278244889,2.19783124344e-06,-4.86557415404e-05,-2.38670000632e-05,0.999999998529
337548000000,204,337548000000,world,0.0981689004997,0.000958099635182,-0.00519172755904,2.01261232646e-06,-4.74820748432e-05,-2.39984986087e-05,0.999999998583
337581000000,205,337581000000,world,0.0981689004997,0.000958099635182,-0.00519172755904,2.01261232646e-06,-4.74820748432e-05,-2.39984986087e-05,0.999999998583
337614000000,206,337614000000,world,0.0981689004997,0.000958099635182,-0.00519172755904,2.01261232646e-06,-4.74820748432e-05,-2.39984986087e-05,0.999999998583
337648000000,207,337648000000,world,0.0981569435812,0.000968443030462,-0.0051622209796,1.82871449328e-06,-4.60479093268e-05,-2.4114046476e-05,0.999999998647
337681000000,208,337681000000,world,0.0981569435812,0.000968443030462,-0.0051622209796,1.82871449328e-06,-4.60479093268e-05,-2.4114046476e-05,0.999999998647
337714000000,209,337714000000,world,0.0981569435812,0.000968443030462,-0.0051622209796,1.82871449328e-06,-4.60479093268e-05,-2.4114046476e-05,0.999999998647
337748000000,210,337748000000,world,0.0981449483042,0.000979226810325,-0.00513219012386,1.65261174556e-06,-4.4676741242e-05,-2.42337671889e-05,0.999999998707
337781000000,211,337781000000,world,0.0981449483042,0.000979226810325,-0.00513219012386,1.65261174556e-06,-4.4676741242e-05,-2.42337671889e-05,0.999999998707
337815000000,212,337815000000,world,0.0981449483042,0.000979226810325,-0.00513219012386,1.65261174556e-06,-4.4676741242e-05,-2.42337671889e-05,0.999999998707
337848000000,213,337848000000,world,0.0981260275673,0.000989197220415,-0.0051020483481,1.52395257258e-06,-4.34677387238e-05,-2.43511438222e-05,0.999999998758
337882000000,214,337882000000,world,0.0981260275673,0.000989197220415,-0.0051020483481,1.52395257258e-06,-4.34677387238e-05,-2.43511438222e-05,0.999999998758
337915000000,215,337914000000,world,0.0981260275673,0.000989197220415,-0.0051020483481,1.52395257258e-06,-4.34677387238e-05,-2.43511438222e-05,0.999999998758
337948000000,216,337948000000,world,0.0981084755691,0.000999846512173,-0.00507152260632,1.37834220376e-06,-4.22968264687e-05,-2.44733355853e-05,0.999999998805
337981000000,217,337981000000,world,0.0981084755691,0.000999846512173,-0.00507152260632,1.37834220376e-06,-4.22968264687e-05,-2.44733355853e-05,0.999999998805
338015000000,218,338014000000,world,0.0981084755691,0.000999846512173,-0.00507152260632,1.37834220376e-06,-4.22968264687e-05,-2.44733355853e-05,0.999999998805
338048000000,219,338048000000,world,0.0981084755691,0.000999846512173,-0.00507152260632,1.37834220376e-06,-4.22968264687e-05,-2.44733355853e-05,0.999999998805
338082000000,220,338081000000,world,0.0980545441396,0.00101256488042,-0.00503223993362,1.21543980675e-06,-4.1362133267e-05,-2.46262251888e-05,0.999999998841
338114000000,221,338114000000,world,0.0980545441396,0.00101256488042,-0.00503223993362,1.21543980675e-06,-4.1362133267e-05,-2.46262251888e-05,0.999999998841
338148000000,222,338148000000,world,0.0980545441396,0.00101256488042,-0.00503223993362,1.21543980675e-06,-4.1362133267e-05,-2.46262251888e-05,0.999999998841
338182000000,223,338181000000,world,0.0980352582051,0.0010231058287,-0.00500080815183,1.12008728193e-06,-4.02973131318e-05,-2.47512293633e-05,0.999999998881
338214000000,224,338214000000,world,0.0980352582051,0.0010231058287,-0.00500080815183,1.12008728193e-06,-4.02973131318e-05,-2.47512293633e-05,0.999999998881
338248000000,225,338248000000,world,0.0980352582051,0.0010231058287,-0.00500080815183,1.12008728193e-06,-4.02973131318e-05,-2.47512293633e-05,0.999999998881
338282000000,226,338281000000,world,0.0980180931009,0.00103425218544,-0.00496900901701,1.00793624958e-06,-3.92439320272e-05,-2.48807645067e-05,0.99999999892
338314000000,227,338314000000,world,0.0980180931009,0.00103425218544,-0.00496900901701,1.00793624958e-06,-3.92439320272e-05,-2.48807645067e-05,0.99999999892
338348000000,228,338348000000,world,0.0980180931009,0.00103425218544,-0.00496900901701,1.00793624958e-06,-3.92439320272e-05,-2.48807645067e-05,0.99999999892
338382000000,229,338382000000,world,0.0979948678558,0.00104474820121,-0.00493685599833,9.34725533086e-07,-3.83036581527e-05,-2.50084168314e-05,0.999999998953
338414000000,230,338414000000,world,0.0979948678558,0.00104474820121,-0.00493685599833,9.34725533086e-07,-3.83036581527e-05,-2.50084168314e-05,0.999999998953
338448000000,231,338448000000,world,0.0979948678558,0.00104474820121,-0.00493685599833,9.34725533086e-07,-3.83036581527e-05,-2.50084168314e-05,0.999999998953
338482000000,232,338481000000,world,0.0979814096466,0.00105714806642,-0.00490434885532,7.88627117387e-07,-3.72801276149e-05,-2.51472810038e-05,0.999999998989
338514000000,233,338514000000,world,0.0979814096466,0.00105714806642,-0.00490434885532,7.88627117387e-07,-3.72801276149e-05,-2.51472810038e-05,0.999999998989
338548000000,234,338548000000,world,0.0979814096466,0.00105714806642,-0.00490434885532,7.88627117387e-07,-3.72801276149e-05,-2.51472810038e-05,0.999999998989
338581000000,235,338581000000,world,0.0979814096466,0.00105714806642,-0.00490434885532,7.88627117387e-07,-3.72801276149e-05,-2.51472810038e-05,0.999999998989
338614000000,236,338614000000,world,0.0979270142349,0.00107105715827,-0.00486194088805,6.99660636205e-07,-3.65526144355e-05,-2.53119730691e-05,0.999999999011
338649000000,237,338648000000,world,0.0979270142349,0.00107105715827,-0.00486194088805,6.99660636205e-07,-3.65526144355e-05,-2.53119730691e-05,0.999999999011
338682000000,238,338681000000,world,0.0979270142349,0.00107105715827,-0.00486194088805,6.99660636205e-07,-3.65526144355e-05,-2.53119730691e-05,0.999999999011
338714000000,239,338714000000,world,0.0979128707713,0.00108296517713,-0.00482866079861,6.20503091742e-07,-3.56003931958e-05,-2.54518227913e-05,0.999999999042
338748000000,240,338748000000,world,0.0979128707713,0.00108296517713,-0.00482866079861,6.20503091742e-07,-3.56003931958e-05,-2.54518227913e-05,0.999999999042
338781000000,241,338781000000,world,0.0979128707713,0.00108296517713,-0.00482866079861,6.20503091742e-07,-3.56003931958e-05,-2.54518227913e-05,0.999999999042
338814000000,242,338814000000,world,0.0979006696979,0.00109516633175,-0.00479512185967,5.4569286112e-07,-3.46620771959e-05,-2.55950685348e-05,0.999999999072
338848000000,243,338848000000,world,0.0979006696979,0.00109516633175,-0.00479512185967,5.4569286112e-07,-3.46620771959e-05,-2.55950685348e-05,0.999999999072
338881000000,244,338881000000,world,0.0979006696979,0.00109516633175,-0.00479512185967,5.4569286112e-07,-3.46620771959e-05,-2.55950685348e-05,0.999999999072
338915000000,245,338915000000,world,0.0979006696979,0.00109516633175,-0.00479512185967,5.4569286112e-07,-3.46620771959e-05,-2.55950685348e-05,0.999999999072
338948000000,246,338948000000,world,0.0978594137622,0.00111088853038,-0.00475158835483,4.46073239513e-07,-3.38910532268e-05,-2.57739532481e-05,0.999999999093
338981000000,247,338981000000,world,0.0978594137622,0.00111088853038,-0.00475158835483,4.46073239513e-07,-3.38910532268e-05,-2.57739532481e-05,0.999999999093
339014000000,248,339014000000,world,0.0978594137622,0.00111088853038,-0.00475158835483,4.46073239513e-07,-3.38910532268e-05,-2.57739532481e-05,0.999999999093
339048000000,249,339048000000,world,0.0978594137622,0.00111088853038,-0.00475158835483,4.46073239513e-07,-3.38910532268e-05,-2.57739532481e-05,0.999999999093
339081000000,250,339081000000,world,0.0978245799362,0.00112719140845,-0.00470765355157,3.51427239642e-07,-3.3073640921e-05,-2.59587264549e-05,0.999999999116
339115000000,251,339115000000,world,0.0978245799362,0.00112719140845,-0.00470765355157,3.51427239642e-07,-3.3073640921e-05,-2.59587264549e-05,0.999999999116
339149000000,252,339148000000,world,0.0978245799362,0.00112719140845,-0.00470765355157,3.51427239642e-07,-3.3073640921e-05,-2.59587264549e-05,0.999999999116
339181000000,253,339181000000,world,0.0978245799362,0.00112719140845,-0.00470765355157,3.51427239642e-07,-3.3073640921e-05,-2.59587264549e-05,0.999999999116
339215000000,254,339215000000,world,0.0977892527043,0.00114295010967,-0.00466325292308,3.00092909189e-07,-3.22845433924e-05,-2.61437772547e-05,0.999999999137
339249000000,255,339248000000,world,0.0977892527043,0.00114295010967,-0.00466325292308,3.00092909189e-07,-3.22845433924e-05,-2.61437772547e-05,0.999999999137
339281000000,256,339281000000,world,0.0977892527043,0.00114295010967,-0.00466325292308,3.00092909189e-07,-3.22845433924e-05,-2.61437772547e-05,0.999999999137
339314000000,257,339314000000,world,0.0977892527043,0.00114295010967,-0.00466325292308,3.00092909189e-07,-3.22845433924e-05,-2.61437772547e-05,0.999999999137
339348000000,258,339348000000,world,0.0977623259111,0.00115947584199,-0.004618634851,2.29391594497e-07,-3.14227351111e-05,-2.63366861558e-05,0.999999999159
339381000000,259,339381000000,world,0.0977623259111,0.00115947584199,-0.004618634851,2.29391594497e-07,-3.14227351111e-05,-2.63366861558e-05,0.999999999159
339414000000,260,339414000000,world,0.0977719586834,0.00117252637061,-0.00458421835433,1.93596597531e-07,-3.03805742382e-05,-2.65019153577e-05,0.999999999187
339448000000,261,339448000000,world,0.0977719586834,0.00117252637061,-0.00458421835433,1.93596597531e-07,-3.03805742382e-05,-2.65019153577e-05,0.999999999187
339481000000,262,339481000000,world,0.0977719586834,0.00117252637061,-0.00458421835433,1.93596597531e-07,-3.03805742382e-05,-2.65019153577e-05,0.999999999187
339514000000,263,339514000000,world,0.0977719586834,0.00117252637061,-0.00458421835433,1.93596597531e-07,-3.03805742382e-05,-2.65019153577e-05,0.999999999187
339548000000,264,339548000000,world,0.0977840659322,0.00118597134639,-0.00454992068884,1.55249477496e-07,-2.9364584585e-05,-2.66719695256e-05,0.999999999213
339581000000,265,339581000000,world,0.0977840659322,0.00118597134639,-0.00454992068884,1.55249477496e-07,-2.9364584585e-05,-2.66719695256e-05,0.999999999213
339614000000,266,339614000000,world,0.0977840659322,0.00118597134639,-0.00454992068884,1.55249477496e-07,-2.9364584585e-05,-2.66719695256e-05,0.999999999213
339648000000,267,339648000000,world,0.0977973894423,0.001199898259,-0.00451570793064,1.12470555536e-07,-2.83970365157e-05,-2.68465939719e-05,0.999999999236
339681000000,268,339681000000,world,0.0977973894423,0.001199898259,-0.00451570793064,1.12470555536e-07,-2.83970365157e-05,-2.68465939719e-05,0.999999999236
339714000000,269,339714000000,world,0.0977973894423,0.001199898259,-0.00451570793064,1.12470555536e-07,-2.83970365157e-05,-2.68465939719e-05,0.999999999236
339749000000,270,339748000000,world,0.0978033410779,0.00121356290409,-0.00448085698338,9.8226007661e-08,-2.75618349576e-05,-2.70208751272e-05,0.999999999255
339781000000,271,339781000000,world,0.0978033410779,0.00121356290409,-0.00448085698338,9.8226007661e-08,-2.75618349576e-05,-2.70208751272e-05,0.999999999255
339814000000,272,339814000000,world,0.0978033410779,0.00121356290409,-0.00448085698338,9.8226007661e-08,-2.75618349576e-05,-2.70208751272e-05,0.999999999255
339848000000,273,339848000000,world,0.0978033410779,0.00121356290409,-0.00448085698338,9.8226007661e-08,-2.75618349576e-05,-2.70208751272e-05,0.999999999255
339881000000,274,339881000000,world,0.0977874940494,0.00123231859278,-0.00443570341089,-2.63176893611e-08,2.68759268931e-05,2.72374722092e-05,-0.999999999268
339915000000,275,339914000000,world,0.0977874940494,0.00123231859278,-0.00443570341089,-2.63176893611e-08,2.68759268931e-05,2.72374722092e-05,-0.999999999268
339948000000,276,339948000000,world,0.0977874940494,0.00123231859278,-0.00443570341089,-2.63176893611e-08,2.68759268931e-05,2.72374722092e-05,-0.999999999268
339981000000,277,339981000000,world,0.097798348674,0.00124729514258,-0.00440079217973,1.58480319978e-08,2.60839649618e-05,2.74228859691e-05,-0.999999999284
340014000000,278,340014000000,world,0.097798348674,0.00124729514258,-0.00440079217973,1.58480319978e-08,2.60839649618e-05,2.74228859691e-05,-0.999999999284
340048000000,279,340048000000,world,0.097798348674,0.00124729514258,-0.00440079217973,1.58480319978e-08,2.60839649618e-05,2.74228859691e-05,-0.999999999284
340081000000,280,340081000000,world,0.0978050878252,0.00126164225891,-0.00436611150866,2.75615074097e-08,2.5387640516e-05,2.76045820198e-05,-0.999999999297
340114000000,281,340114000000,world,0.0978050878252,0.00126164225891,-0.00436611150866,2.75615074097e-08,2.5387640516e-05,2.76045820198e-05,-0.999999999297
