%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
341908000000,0.1,0.1,0.261766950158,0.0,0.0,4.89356928446e-05
341941000000,0.2,0.2,0.268874017266,0.0,0.0,0.00067821553335
341974000000,0.3,0.3,0.268874017266,0.0,0.0,6.07496135019e-05
342042000000,0.4,0.4,0.270954734403,0.0,0.0,0.00326595983084
342075000000,0.5,0.5,0.268589710913,0.0,0.0,0.00264226406086
342142000000,0.6,0.6,0.264080071173,0.0,0.0,0.00729512449208
342174000000,0.7,0.7,0.264080071173,0.0,0.0,0.00785429816122
342241000000,0.8,0.8,0.186520428387,0.0,0.0,0.28838041874
342275000000,0.9,0.9,0.186882514683,0.0,0.0,0.319809982023
342341000000,1.0,0.997056721263,0.12082588124,0.0,0.0,0.341677983153
342375000000,1.1,0.964050048762,0.120898717348,0.0,0.0,0.362702278148
342441000000,1.2,0.89943228226,0.0898969587729,0.0,0.0,0.381368608679
342475000000,1.3,0.99943228226,0.0565798935339,0.0,0.0,0.379678115285
342541000000,1.4,1.09943228226,0.00728615539141,0.0,0.0,0.0846474707238
342574000000,1.5,1.19943228226,0.00728615539141,0.0,0.0,0.0611016112749
342608000000,1.6,1.29943228226,0.00640553439498,0.0,0.0,0.0642075590258
342641000000,1.7,1.39943228226,0.0041700741136,0.0,0.0,0.0498097643563
342674000000,1.8,1.49943228226,0.0041700741136,0.0,0.0,0.0387484110497
342742000000,1.9,1.59943228226,0.0111256776022,0.0,0.0,0.0311798187473
342774000000,2.0,1.69943228226,0.0113344768598,0.0,0.0,0.0263042565246
342842000000,2.1,1.75447600677,-0.00889938077187,0.0,0.0,0.0210420366301
342874000000,2.2,1.65447600677,-0.00366250476097,0.0,0.0,0.0150414777679
342908000000,2.3,1.55447600677,0.00129856032296,0.0,0.0,0.00860798128419
342941000000,2.4,1.45447600677,-0.0405126197918,0.0,0.0,-0.0113878739914
342974000000,2.5,1.38457887627,-0.0399631603344,0.0,0.0,-0.0405384578166
343008000000,2.6,1.36253945434,-0.0420439426588,0.0,0.0,-0.0593300846242
343041000000,2.7,1.46253945434,-0.0559938852476,0.0,0.0,-0.0812559459075
343074000000,2.8,1.56253945434,-0.0559938852476,0.0,0.0,-0.0937111400237
343108000000,2.9,1.66253945434,-0.0567683990198,0.0,0.0,-0.088981373348
343142000000,3.0,1.67336835304,-0.0399675424295,0.0,0.0,-0.0701105666214
343174000000,3.1,1.67182597798,-0.0399675424295,0.0,0.0,-0.0389980495518
343208000000,3.2,1.63930303421,-0.0401111589277,0.0,0.0,-0.0201764225733
343242000000,3.3,1.60903731425,-0.023530839523,0.0,0.0,-0.0108251117831
343275000000,3.4,1.60284287241,-0.023530839523,0.0,0.0,-0.0100589008712
343341000000,3.5,1.50284287241,-0.0392246197814,0.0,0.0,-0.0183682317251
343375000000,3.6,1.40284287241,-0.0332841586227,0.0,0.0,-0.0201822025134
343441000000,3.7,1.30284287241,-0.0541393661472,0.0,0.0,-0.0424980404187
343475000000,3.8,1.20284287241,-0.0541393661472,0.0,0.0,-0.0532871310037
343542000000,3.9,1.30284287241,-0.0561929138651,0.0,0.0,-0.0590181985796
343574000000,4.0,1.40284287241,-0.0561929138651,0.0,0.0,-0.0615302400031
343608000000,4.1,1.50109741586,-0.056602611584,0.0,0.0,-0.04747229167
343641000000,4.2,1.51074155591,-0.0388757610743,0.0,0.0,-0.0195691751261
343674000000,4.3,1.51802624356,-0.0388757610743,0.0,0.0,0.0129005259696
343742000000,4.4,1.49263383494,-0.0167949868727,0.0,0.0,0.0465557135464
343774000000,4.5,1.49237615007,-0.0167949868727,0.0,0.0,0.0479905647916
343808000000,4.6,1.45424816432,-0.0158933872602,0.0,0.0,0.0450515148601
343842000000,4.7,1.35424816432,-0.0556791538617,0.0,0.0,0.0329022646239
343874000000,4.8,1.25424816432,-0.0556791538617,0.0,0.0,0.0189544038404
343941000000,4.9,1.15424816432,-0.0549328031326,0.0,0.0,-0.014059000664
343975000000,5.0,1.05424816432,-0.0549328031326,0.0,0.0,-0.0369358807556
344041000000,5.1,0.954248164324,-0.0543335819436,0.0,0.0,-0.060033050084
344075000000,5.2,1.05424816432,-0.0543335819436,0.0,0.0,-0.0673487072516
344141000000,5.3,1.15424816432,-0.0536301346671,0.0,0.0,-0.0582178787697
344175000000,5.4,1.25424816432,-0.0536301346671,0.0,0.0,-0.0315837169628
344241000000,5.5,1.35424816432,-0.0526532198717,0.0,0.0,0.0198428740639
344274000000,5.6,1.45424816432,-0.0230277802278,0.0,0.0,0.0469179990628
344341000000,5.7,1.47344271167,-0.0216725345444,0.0,0.0,0.0702678124012
344375000000,5.8,1.37344271167,-0.0512979741882,0.0,0.0,0.0792974093498
344441000000,5.9,1.27344271167,-0.0494291323704,0.0,0.0,0.056242170002
344475000000,6.0,1.17344271167,-0.0494291323704,0.0,0.0,0.0285630980874
344541000000,6.1,1.07344271167,-0.0479061050788,0.0,0.0,-0.0197840688226
344575000000,6.2,0.973442711667,-0.0466010852233,0.0,0.0,-0.0465523367978
344641000000,6.3,0.873442711667,-0.0421199782554,0.0,0.0,-0.0725810579566
344674000000,6.4,0.773442711667,-0.0462867839996,0.0,0.0,-0.0814143642629
344741000000,6.5,0.673442711667,-0.0446560859269,0.0,0.0,-0.0733549959989
344775000000,6.6,0.573442711667,-0.0446560859269,0.0,0.0,-0.0690879256698
344842000000,6.7,0.473442711667,-0.0429986765031,0.0,0.0,-0.0541270221431
344875000000,6.8,0.402628467333,-0.0429986765031,0.0,0.0,-0.0468471568702
344941000000,6.80328337636,0.43080532731,-0.0411522734969,0.0,0.0,-0.0334167778562
344974000000,6.90328337636,0.53080532731,-0.0411522734969,0.0,0.0,-0.0216185034717
345041000000,6.90480423409,0.63080532731,-0.0411522734969,0.0,0.0,0.00901705049487
345075000000,6.80480423409,0.73080532731,-0.03851283535,0.0,0.0,0.041335388271
345141000000,6.86408530849,0.83080532731,-0.03851283535,0.0,0.0,0.0734065616061
345174000000,6.85575931847,0.93080532731,-0.03851283535,0.0,0.0,0.0929021480319
345242000000,6.80838480044,1.03080532731,-0.0359972418488,0.0,0.0,0.100198534422
345275000000,6.86195186417,0.93080532731,-0.0359972418488,0.0,0.0,0.101410719555
345342000000,6.80362476647,0.83080532731,-0.0344788684537,0.0,0.0,0.0837963649
345375000000,6.76141527494,0.93080532731,-0.0344788684537,0.0,0.0,0.0536115814805
345441000000,6.69633351686,1.03080532731,-0.0327466603709,0.0,0.0,0.011966240359
345474000000,6.67857717361,1.13080532731,-0.0327466603709,0.0,0.0,0.00396667061619
345541000000,6.65928228007,1.23080532731,-0.0258299603336,0.0,0.0,0.00325629524721
345575000000,6.65936783904,1.33080532731,-0.0258299603336,0.0,0.0,0.00725912668746
345641000000,6.65891552151,1.43080532731,0.00380515826488,0.0,0.0,0.00956866106606
345674000000,6.66207806795,1.53080532731,0.00380515826488,0.0,0.0,0.0123712283773
345708000000,6.56207806795,1.63080532731,0.00587137841526,0.0,0.0,0.0113865932237
345741000000,6.64844380977,1.69621503593,0.00460767649952,0.0,0.0,0.0139053950488
345774000000,6.660006479,1.69209319874,0.00460767649952,0.0,0.0,0.0138892954569
345842000000,6.66271351813,1.60725052436,-0.0169079795259,0.0,0.0,0.00860431578343
345874000000,6.68649173489,1.50725052436,-0.00751323846752,0.0,0.0,6.47072799546e-05
345942000000,6.77649195519,1.40725052436,0.0163116668078,0.0,0.0,-0.0316729470902
345974000000,6.67649195519,1.30725052436,0.0171265379064,0.0,0.0,-0.0508803445375
346041000000,6.76809385798,1.20725052436,0.00310101662802,0.0,0.0,-0.0758799615675
346074000000,6.68306428819,1.27351683877,-0.0215625270732,0.0,0.0,-0.0855592455735
346108000000,6.58306428819,1.37351683877,-0.0193119090912,0.0,0.0,-0.0832098828257
346141000000,6.64988203433,1.47351683877,-0.0193119090912,0.0,0.0,-0.0842599112737
346174000000,6.54988203433,1.54788655414,-0.0185441372835,0.0,0.0,-0.0636405371093
346242000000,6.64988203433,1.54283726745,-0.0114734886133,0.0,0.0,-0.0240094514514
346274000000,6.67513245465,1.54406473532,-0.0114734886133,0.0,0.0,-0.00283419824964
346342000000,6.71082347946,1.48607423677,0.0299493563374,0.0,0.0,0.0123929626267
346374000000,6.71419743145,1.4782860338,0.0299493563374,0.0,0.0,0.0129024255
346408000000,6.61419743145,1.43252552867,0.0318386951236,0.0,0.0,0.00545350033242
346441000000,6.71419743145,1.33252552867,0.0434300342349,0.0,0.0,-0.00202674838198
346475000000,6.61419743145,1.23252552867,0.0457979515627,0.0,0.0,-0.0114855820104
346541000000,6.71419743145,1.13252552867,0.0320495322778,0.0,0.0,-0.0268182855435
346574000000,6.76828001028,1.03252552867,0.0318146661356,0.0,0.0,-0.0360340207731
346608000000,6.66828001028,0.93252552867,0.0329416326856,0.0,0.0,-0.0392370778421
346641000000,6.76414154556,0.83252552867,0.0312129549359,0.0,0.0,-0.0432594109126
346674000000,6.77083888738,0.73252552867,0.0309435180997,0.0,0.0,-0.0497293797738
346741000000,6.7737543112,0.63252552867,0.0497931117494,0.0,0.0,-0.0507187698193
346774000000,6.77117198919,0.53252552867,0.0499572390993,0.0,0.0,-0.047549683512
346841000000,6.7784218229,0.486145796948,0.0600792232746,0.0,0.0,-0.03385766461
346875000000,6.77546565103,0.516298632091,0.060681373238,0.0,0.0,-0.0275101716118
346942000000,6.78107406636,0.530879149781,0.0655521530851,0.0,0.0,-0.00659853085316
346975000000,6.77877285141,0.565966825306,0.0662332195982,0.0,0.0,0.00855581981556
347008000000,6.67877285141,0.559927787669,0.0676153055955,0.0,0.0,0.0168833511451
347042000000,6.77172512639,0.577793723844,0.0699896685411,0.0,0.0,0.0320330523101
347074000000,6.7786068066,0.596437761315,0.0702407709886,0.0,0.0,0.0409041732639
347142000000,6.77354106455,0.623858755619,0.066587462191,0.0,0.0,0.0487932663693
347175000000,6.77249367147,0.628558095676,0.0663905284447,0.0,0.0,0.0512884983955
347242000000,6.76246761058,0.669321093186,0.0613402066365,0.0,0.0,0.0461925986045
347274000000,6.74698117104,0.769321093186,0.0713096318379,0.0,0.0,0.0399981564843
347342000000,6.72411049978,0.869321093186,0.0559091271746,0.0,0.0,0.0349500087386
347374000000,6.62411049978,0.969321093186,0.0570063533894,0.0,0.0,0.034776500971
347441000000,6.69291655975,1.06932109319,0.0468041839711,0.0,0.0,0.0352619993209
347475000000,6.69670287213,1.16932109319,0.0466722669713,0.0,0.0,0.0390701736238
347541000000,6.67443385126,1.26932109319,0.0276794657416,0.0,0.0,0.0353475767842
347575000000,6.67470012267,1.36932109319,0.0276794657416,0.0,0.0,0.0328898100748
