%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
347641000000,6.57470012267,1.46932109319,0.029132177053,0.0,0.0,0.0242374540999
347675000000,6.64286455617,1.56932109319,0.00546082418972,0.0,0.0,0.0193230294008
347741000000,6.54286455617,1.46932109319,0.0151163545587,0.0,0.0,0.0130764643469
347775000000,6.64286455617,1.37243883253,0.00165071162964,0.0,0.0,0.00656220621678
347842000000,6.54286455617,1.27243883253,0.0210891982028,0.0,0.0,-0.010871507807
347874000000,6.64286455617,1.34933181513,0.00293472012971,0.0,0.0,-0.0332640323215
347941000000,6.54286455617,1.44933181513,0.00380791923884,0.0,0.0,-0.0513680794604
347974000000,6.61894488911,1.54933181513,0.00380791923884,0.0,0.0,-0.0538931923584
348008000000,6.62789004555,1.62256918459,0.00380791923884,0.0,0.0,-0.0541527534764
348041000000,6.52789004555,1.59721780669,0.00439157333397,0.0,0.0,-0.0376180361428
348074000000,6.62789004555,1.5897049689,0.0137763246539,0.0,0.0,-0.0205662382013
348142000000,6.52789004555,1.54557538563,0.0149173776757,0.0,0.0,-0.0111189181037
348174000000,6.62789004555,1.54628589549,0.0155753414285,0.0,0.0,-0.0103705534584
348241000000,6.52789004555,1.4947451776,0.0167872568171,0.0,0.0,-0.0166243540414
348274000000,6.62789004555,1.5199750096,0.00674454174445,0.0,0.0,-0.0215586643395
348341000000,6.52954747721,1.4199750096,0.0188455947221,0.0,0.0,-0.0265476866525
348374000000,6.62954747721,1.3199750096,0.0210020788491,0.0,0.0,-0.0285397605967
348442000000,6.52954747721,1.2199750096,0.0203154904685,0.0,0.0,-0.0308654674239
348475000000,6.62954747721,1.1199750096,0.0288395387969,0.0,0.0,-0.0387782478199
348541000000,6.52954747721,1.06486066609,0.0279436828544,0.0,0.0,-0.0412839554213
348574000000,6.62954747721,1.11919733153,0.0454427244117,0.0,0.0,-0.04395608041
348641000000,6.52954747721,1.18386863831,0.0449253393611,0.0,0.0,-0.0322278844075
348674000000,6.62954747721,1.24644723322,0.0702718688449,0.0,0.0,-0.0195768182514
348742000000,6.53407671925,1.31316526622,0.0712966675475,0.0,0.0,0.00282675451984
348775000000,6.63407671925,1.37477964413,0.083715533705,0.0,0.0,0.0165381637698
348841000000,6.5416120229,1.38271045234,0.0846659614132,0.0,0.0,0.0297431928239
348874000000,6.6416120229,1.43044593477,0.0682912303493,0.0,0.0,0.0350622159357
348908000000,6.7264799107,1.43582521155,0.0682912303493,0.0,0.0,0.035693511428
348941000000,6.6264799107,1.39821464158,0.0684386224554,0.0,0.0,0.0327836333371
348974000000,6.7098363869,1.46280591661,0.0401013583945,0.0,0.0,0.0270991961412
349042000000,6.6098363869,1.42540545533,0.040211279501,0.0,0.0,0.0148817152402
349074000000,6.69022617743,1.49050514045,0.0167443944111,0.0,0.0,0.00901503903258
349142000000,6.59022617743,1.45307067167,0.0170151382071,0.0,0.0,0.00178040740646
349174000000,6.67516220479,1.50299210105,0.00999265008992,0.0,0.0,-0.00139266809001
349208000000,6.68287791776,1.5042216559,0.00999265008992,0.0,0.0,-0.00342649854797
349242000000,6.58287791776,1.46509462417,0.0103615579751,0.0,0.0,-0.00473151892046
349274000000,6.66735887775,1.50222658145,0.0103615579751,0.0,0.0,-0.0071141651406
349341000000,6.56735887775,1.46336779752,0.0108771711612,0.0,0.0,-0.00947844487755
349374000000,6.66130170799,1.49523339212,0.0108771711612,0.0,0.0,-0.0103165764411
349441000000,6.56130170799,1.45461359858,0.0113465574908,0.0,0.0,-0.012270316456
349475000000,6.66130170799,1.48572431453,0.0113465574908,0.0,0.0,-0.0129667573456
349541000000,6.56130170799,1.44675967037,0.0117138948954,0.0,0.0,-0.0129664027655
349575000000,6.66130170799,1.47480536415,0.0174725976504,0.0,0.0,-0.0141615253469
349641000000,6.56130170799,1.43764463882,0.017775622633,0.0,0.0,-0.0130080057498
349675000000,6.66130170799,1.46401735551,0.0269928491383,0.0,0.0,-0.0128431683625
349741000000,6.56130170799,1.42727066969,0.0273181163265,0.0,0.0,-0.0104285364077
349774000000,6.66130170799,1.45461115315,0.0332778893901,0.0,0.0,-0.00942600061553
349842000000,6.688655223,1.45122648907,0.034377692717,0.0,0.0,-0.00910246197819
349874000000,6.69164500632,1.45095618327,0.034377692717,0.0,0.0,-0.0069264416842
349908000000,6.59164500632,1.41239147798,0.0346433200979,0.0,0.0,-0.00780617018505
349941000000,6.68314765612,1.44319358468,0.030332831397,0.0,0.0,-0.00721756946677
349975000000,6.69129491729,1.44656296938,0.030332831397,0.0,0.0,-0.00684000795127
350041000000,6.6934998402,1.44438209225,0.0219151928182,0.0,0.0,-0.00649924448468
350074000000,6.69324375716,1.44470535021,0.0219151928182,0.0,0.0,-0.00414550183768
350142000000,6.6922761271,1.44282227277,0.0208221485918,0.0,0.0,-0.00423779770223
350174000000,6.69090126396,1.44285785211,0.0208221485918,0.0,0.0,-0.00508987629632
350241000000,6.68927470529,1.44267394579,0.0168219353005,0.0,0.0,-0.00438701403668
350275000000,6.68830355035,1.44311330641,0.0168219353005,0.0,0.0,-0.00440246118764
350341000000,6.68722579469,1.44283106915,0.0174127285876,0.0,0.0,-0.0045496775444
350375000000,6.68646928256,1.44338677936,0.0174127285876,0.0,0.0,-0.00469030185732
350441000000,6.68612229667,1.44295877421,0.0188493936806,0.0,0.0,-0.00423036416906
350475000000,6.68627848652,1.44318935875,0.0188493936806,0.0,0.0,-0.00616061562726
350541000000,6.68412082095,1.44295803798,0.0200104771009,0.0,0.0,-0.00447584265603
350574000000,6.68244510654,1.44279018974,0.0200104771009,0.0,0.0,-0.00470251937487
350607000000,6.58244510654,1.40183211166,0.0202581501152,0.0,0.0,-0.00477868815445
350642000000,6.67122430676,1.43756895686,0.0200877881195,0.0,0.0,-0.00491916224347
350675000000,6.6793456473,1.44138163939,0.0200877881195,0.0,0.0,-0.00619588012979
350741000000,6.67843852029,1.44080211419,0.0243862655598,0.0,0.0,-0.00441406507468
350775000000,6.67778431214,1.44057687598,0.0243862655598,0.0,0.0,-0.00494227803909
350841000000,6.67784887069,1.43970770641,0.0314423116095,0.0,0.0,-0.00400968745732
350874000000,6.67782652538,1.43952373082,0.0314423116095,0.0,0.0,-0.00461773600297
350941000000,6.67685266738,1.43916684345,0.0309328831641,0.0,0.0,-0.0065237392118
350974000000,6.67625984988,1.43922540426,0.0309328831641,0.0,0.0,-0.00536360073947
351008000000,6.57625984988,1.39965743287,0.0310556796818,0.0,0.0,-0.00630768786487
351041000000,6.66815250402,1.43455191168,0.0298140791683,0.0,0.0,-0.00538528688707
351074000000,6.67829608248,1.43779044716,0.0298140791683,0.0,0.0,-0.00599688514657
351141000000,6.68128684223,1.43689232354,0.0333902889636,0.0,0.0,-0.00665808471707
351174000000,6.68234340177,1.4367044516,0.0333902889636,0.0,0.0,-0.00654512540092
351241000000,6.68674051768,1.43508404858,0.0358171953052,0.0,0.0,-0.00497003703041
351275000000,6.68829895435,1.43517198431,0.0358171953052,0.0,0.0,-0.00523255228713
351308000000,6.58829895435,1.39581392684,0.0360982849167,0.0,0.0,-0.00583261765036
351342000000,6.67968284141,1.42957380748,0.026108093457,0.0,0.0,-0.00848973502109
351374000000,6.688192254,1.43291069441,0.026108093457,0.0,0.0,-0.00634084085796
351441000000,6.69094083818,1.43109110708,0.0189740838391,0.0,0.0,-0.0055514348226
351475000000,6.69145902124,1.43121130227,0.0189740838391,0.0,0.0,-0.0073849357521
351541000000,6.69088494014,1.42859086324,0.0202399990871,0.0,0.0,-0.00604003841035
351575000000,6.68959076092,1.42819721222,0.0202399990871,0.0,0.0,-0.00652569852887
351642000000,6.68929790716,1.42646172576,0.0160925622724,0.0,0.0,-0.00568191020646
351674000000,6.68854962588,1.42578683665,0.0160925622724,0.0,0.0,-0.00627290330324
351741000000,6.68668275069,1.42367925321,0.0166681006576,0.0,0.0,-0.00745482130948
351775000000,6.68517766724,1.4233759243,0.0166681006576,0.0,0.0,-0.00543763401939
351841000000,6.6847887944,1.42143392382,0.0193763301802,0.0,0.0,-0.00641871516107
